Date,24h Average,Ask,Bid,Last,Total Volume
2015-04-26,-10.09,-8.5,-8.42,-8.53,57919.86
2015-04-25,-2.86,-3.62,-3.59,-3.52,-24767.21
2015-04-24,-2.32,-4.33,-4.41,-4.83,26163.51
2015-04-23,-0.47,1.66,1.75,2.05,-34604.05
2015-04-22,9.26,0.68000000000001,0.67000000000002,0.69,-6695.29
2015-04-21,2.34,8.96,8.93,9.0,25566.53
2015-04-20,-0.80000000000001,1.55,1.55,1.59,9230.0
2015-04-19,1.54,-1.42,-1.39,-1.5,6241.71
2015-04-18,-2.0,1.07,1.02,1.12,-29321.74
2015-04-17,-1.92,-6.45,-6.41,-6.43,-14990.2
2015-04-16,5.92,7.8,7.76,7.73,12178.72
2015-04-15,0.0099999999999909,4.52,4.66,4.69,-54915.93
2015-04-14,-12.69,-5.74,-5.78,-5.66,30966.3
2015-04-13,-3.06,-13.42,-13.58,-13.64,62240.55
2015-04-12,0.77000000000001,0.14000000000001,0.25,0.21000000000001,-15201.9
2015-04-11,-2.92,1.4,1.36,1.35,-43794.32
2015-04-10,-5.08,-8.65,-8.42,-8.48,28251.27
2015-04-09,-6.36,-2.7,-2.91,-2.76,-29535.81
2015-04-08,-4.28,-8.94,-8.83,-9.0,45859.49
2015-04-07,-3.32,-1.27,-1.22,-1.22,-17262.5
2015-04-06,2.23,-1.44,-1.6,-1.55,17840.89
2015-04-05,1.84,3.15,3.09,3.2,15991.46
